Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,1/16/2018 18:47,FALSE,San Diego Running,2.26,292,0:16:54,--,--,--,177,186,7:29,5:07,350,365,1.22,0,0,--,0,0,0,16:54,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,1/9/2018 19:08,FALSE,San Diego Running,1.33,121,0:13:27,128,150,--,173,182,10:09,9:13,185,226,0.91,0,0,--,0,0,0,13:27,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,1/7/2018 16:57,FALSE,Santee Running,10.03,"1,087",1:33:46,158,188,--,163,182,9:21,7:16,359,325,1.05,0,0,--,0,0,0,1:33:46,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,12/29/2017 7:55,FALSE,Fawnskin Running,9.48,858,3:25:32,--,--,--,104,148,21:41,7:58,497,"2,358",0.72,0,0,--,0,0,0,3:25:32,0:00,0,0:00,No,00:00.0,10,0,--,--,--
Running,12/27/2017 16:44,FALSE,Santee Running,5.11,391,0:47:19,123,155,--,164,180,9:16,7:59,109,124,1.06,0,0,--,0,0,0,47:19:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,12/5/2017 19:12,FALSE,San Diego Running,4.05,252,0:35:30,124,144,--,171,200,8:46,5:15,562,598,1.07,0,0,--,0,0,0,35:30:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,12/3/2017 11:26,FALSE,Folsom Running,26.33,"2,586",4:24:55,153,186,--,157,178,10:04,6:43,324,661,1.01,0,0,--,0,0,0,4:24:55,0:00,0,0:00,No,00:00.0,27,0,--,--,--
Running,11/28/2017 19:01,FALSE,San Diego Running,1.09,76,09:03.1,121,138,--,170,182,8:18,6:34,118,147,1.14,0,0,--,0,0,0,09:03.1,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,11/22/2017 9:42,FALSE,Portland Running,4.75,449,1:43:07,--,--,--,106,164,21:44,4:58,"1,020","1,029",0.7,0,0,--,0,0,0,1:43:07,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,11/21/2017 21:22,FALSE,Portland Running,0.54,176,0:25:45,117,133,--,135,178,47:33:00,5:38,--,--,0.25,0,0,--,0,0,0,25:45:00,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,11/20/2017 16:39,FALSE,Running,2.15,230,0:19:48,154,169,--,167,178,9:13,6:37,--,--,1.04,0,0,--,0,0,0,19:48,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,11/19/2017 6:53,FALSE,Arcata Running,2.15,278,0:21:43,--,--,--,169,176,10:06,8:27,10,7,0.94,0,0,--,0,0,0,21:43,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,11/16/2017 5:26,FALSE,Santee Running,16.67,"1,873",2:51:50,161,186,--,164,178,10:19,7:03,764,775,0.95,0,0,--,0,0,0,2:51:50,0:00,0,0:00,No,00:00.0,17,0,--,--,--
Running,11/14/2017 19:16,FALSE,San Diego Running,1.56,34,09:22.0,92,118,--,183,204,6:00,5:02,190,222,1.47,0,0,--,0,0,0,09:22.0,0:00,0,0:00,No,00:00.0,2,0,--,--,--
Running,11/11/2017 7:38,FALSE,San Diego Running,7.2,924,1:09:40,--,--,--,166,178,9:41,7:02,810,767,1,0,0,--,0,0,0,1:09:40,0:00,0,0:00,No,00:00.0,8,0,--,--,--
Running,11/10/2017 6:37,FALSE,Santee Running,2.46,263,0:27:29,140,175,--,163,172,11:12,8:43,62,60,0.88,0,0,--,0,0,0,27:29:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,11/9/2017 6:13,FALSE,Santee Running,11.01,"1,183",1:39:58,164,181,--,165,172,9:05,7:41,344,330,1.08,0,0,--,0,0,0,1:39:58,0:00,0,0:00,No,00:00.0,12,0,--,--,--
Running,11/7/2017 18:54,FALSE,San Diego Running,4.09,425,0:34:35,162,181,--,167,182,8:27,6:06,618,662,1.14,0,0,--,0,0,0,34:35:00,0:00,0,0:00,No,00:00.0,5,0,--,--,--
Running,11/3/2017 7:19,FALSE,Lakeside Running,5.08,582,0:46:03,164,185,--,164,176,9:04,7:28,216,217,1.09,0,0,--,0,0,0,46:03:00,0:00,0,0:00,No,00:00.0,6,0,--,--,--
Running,11/1/2017 7:37,FALSE,Santee Running,2.2,287,0:25:42,--,--,--,159,190,11:42,6:21,144,151,0.87,0,0,--,0,0,0,25:42:00,0:00,0,0:00,No,00:00.0,3,0,--,--,--
Running,10/28/2017 7:20,FALSE,Encinitas Running,10.06,"1,027",1:28:04,155,173,--,166,178,8:45,7:09,203,208,1.11,0,0,--,0,0,0,1:28:04,0:00,0,0:00,No,00:00.0,11,0,--,--,--
Running,10/21/2017 9:41,FALSE,Big Bear Lake Running,6.46,541,3:14:47,--,--,--,72,182,30:08:00,4:54,"1,178",683,0.75,0,0,--,0,0,0,3:14:47,0:00,0,0:00,No,00:00.0,7,0,--,--,--
Running,10/14/2017 7:22,FALSE,San Diego Running,0.27,35,03:28.3,--,--,--,165,176,12:42,8:30,--,--,0.77,0,0,--,0,0,0,03:28.3,0:00,0,0:00,No,00:00.0,1,0,--,--,--
Running,10/1/2017 17:16,FALSE,Ooltewah Running,6.01,756,0:55:31,--,--,--,165,176,9:15,6:05,365,339,1.05,0,0,--,0,0,0,55:31:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/30/2017 14:59,FALSE,Harrison Running,6.13,629,0:58:07,146,170,--,163,174,9:29,6:07,103,117,1.04,0,0,--,0,0,0,58:07:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/27/2017 5:45,FALSE,San Diego Running,5.04,509,0:44:31,152,178,--,168,180,8:50,6:51,278,280,1.08,0,0,--,0,0,0,44:31:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/24/2017 18:43,FALSE,Santee Running,6.17,653,0:57:19,149,172,--,165,174,9:17,3:10,349,336,1.05,0,0,--,0,0,0,57:19:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/23/2017 7:19,FALSE,San Diego Running,15.03,"1,452",2:11:47,157,187,--,167,182,8:46,7:19,114,120,1.1,0,0,--,0,0,0,2:11:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/20/2017 18:58,FALSE,San Diego Running,2.02,253,0:18:02,--,--,--,166,174,8:56,7:36,--,9,1.09,0,0,--,0,0,0,18:02,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/17/2017 13:09,FALSE,Brian Head Running,3.72,467,1:55:33,101,157,--,69,174,31:05:00,2:41,926,974,0.75,0,0,--,0,0,0,1:55:33,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/16/2017 8:00,FALSE,Huntsville Running,26.31,"2,613",4:21:13,145,176,--,157,182,9:56,7:29,41,"3,826",1.02,0,0,--,0,0,0,4:21:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/12/2017 7:51,FALSE,Santee Running,2.06,204,0:17:15,137,152,--,167,176,8:23,7:29,32,55,1.15,0,0,--,0,0,0,17:15,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/10/2017 19:12,FALSE,Santee Running,4.04,432,0:39:23,144,168,--,165,174,9:45,8:02,185,175,1,0,0,--,0,0,0,39:23:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/9/2017 7:25,FALSE,San Diego Running,3.47,267,0:27:00,132,154,--,173,178,7:47,6:32,256,251,1.19,0,0,--,0,0,0,27:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/7/2017 18:58,FALSE,San Diego Running,8.01,698,1:11:50,139,183,--,165,174,8:58,7:41,54,57,1.09,0,0,--,0,0,0,1:11:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/5/2017 18:15,FALSE,San Diego Running,4.4,469,0:39:48,154,173,--,167,182,9:03,1:58,370,430,1.06,0,0,--,0,0,0,39:48:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/4/2017 18:39,FALSE,Santee Running,5.13,555,0:50:26,145,167,--,163,170,9:49,8:19,264,280,1,0,0,--,0,0,0,50:26:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,9/3/2017 7:21,FALSE,San Diego Running,8.07,841,1:07:03,154,181,--,168,180,8:18,6:55,53,55,1.15,0,0,--,0,0,0,1:07:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/27/2017 6:37,FALSE,Santa Rosa Running,26.29,"2,460",4:13:59,150,190,--,162,182,9:40,6:17,259,262,1.02,0,0,--,0,0,0,4:13:59,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/23/2017 19:02,FALSE,San Diego Running,4.02,390,0:31:46,143,173,--,172,180,7:55,6:45,6,11,1.18,0,0,--,0,0,0,31:46:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/19/2017 7:22,FALSE,San Diego Running,8.03,913,1:09:25,165,191,--,171,183,8:39,7:01,516,518,1.08,0,0,--,0,0,0,1:09:25,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/18/2017 18:57,FALSE,San Diego Running,0.79,80,08:05.4,121,132,--,166,247,10:16,3:05,--,94,0.95,0,0,--,0,0,0,08:05.4,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/16/2017 18:56,FALSE,San Diego Running,8.01,799,1:05:19,154,180,--,170,180,8:09,6:27,54,59,1.16,0,0,--,0,0,0,1:05:19,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/15/2017 6:42,FALSE,Santee Running,10,790,1:25:47,134,174,--,169,178,8:34,6:51,415,413,1.11,0,0,--,0,0,0,1:25:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/13/2017 18:14,FALSE,San Diego Running,2.52,233,0:21:10,142,161,--,171,204,8:24,7:26,196,208,1.12,0,0,--,0,0,0,21:10,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/12/2017 7:18,FALSE,San Diego Running,13.2,"1,257",1:46:06,154,179,--,172,200,8:02,4:47,523,522,1.16,0,0,--,0,0,0,1:46:06,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/11/2017 5:40,FALSE,Santee Running,10.02,"1,215",1:22:11,--,--,--,170,178,8:12,7:14,397,415,1.15,0,0,--,0,0,0,1:22:11,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/8/2017 18:28,FALSE,San Diego Running,3.13,353,0:30:05,150,174,--,168,192,9:37,6:36,619,613,1,0,0,--,0,0,0,30:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/6/2017 21:07,FALSE,Santee Running,5.23,525,0:47:50,145,175,--,167,176,9:09,7:25,273,267,1.06,0,0,--,0,0,0,47:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,8/5/2017 7:30,FALSE,Santee Running,15,"1,455",2:25:54,144,170,--,166,174,9:44,8:13,644,648,1,0,0,--,0,0,0,2:25:54,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/31/2017 20:41,FALSE,Santee Running,12.07,"1,230",1:48:16,139,169,--,168,174,8:58,7:58,432,436,1.07,0,0,--,0,0,0,1:48:16,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/31/2017 7:34,FALSE,Santee Running,5.07,492,0:45:39,141,172,--,169,178,9:00,2:47,337,333,1.06,0,0,--,0,0,0,45:39:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/29/2017 7:14,FALSE,Coronado Running,15.08,"1,296",2:00:16,146,199,--,173,188,7:59,6:47,118,120,1.17,0,0,--,0,0,0,2:00:16,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/26/2017 19:02,FALSE,San Diego Running,8.02,761,1:09:49,142,183,--,169,182,8:43,7:12,72,74,1.09,0,0,--,0,0,0,1:09:49,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/25/2017 19:02,FALSE,San Diego Running,8.56,"1,065",1:20:01,--,--,--,168,174,9:21,7:42,69,72,1.03,0,0,--,0,0,0,1:20:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/23/2017 19:04,FALSE,Santee Running,7.14,724,1:05:34,146,172,--,169,180,9:11,6:46,132,146,1.03,0,0,--,0,0,0,1:05:34,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/22/2017 7:14,FALSE,San Diego Running,10.01,914,1:19:36,151,175,--,174,182,7:57,6:13,27,24,1.16,0,0,--,0,0,0,1:19:36,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/19/2017 19:22,FALSE,San Diego Running,8.08,776,1:08:53,148,187,--,170,178,8:32,7:16,78,80,1.11,0,0,--,0,0,0,1:08:53,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/18/2017 18:39,FALSE,San Diego Running,3.81,350,0:43:18,128,163,--,160,176,11:22,8:46,911,923,0.87,0,0,--,0,0,0,43:18:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/17/2017 18:36,FALSE,San Diego Running,8.01,678,1:11:52,138,168,--,168,182,8:59,6:51,69,74,1.07,0,0,--,0,0,0,1:11:52,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/16/2017 20:12,FALSE,Santee Running,10.24,917,1:30:53,147,175,--,167,184,8:53,6:00,310,307,1.09,0,0,--,0,0,0,1:30:53,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/15/2017 7:18,FALSE,San Diego Running,17.09,"2,115",2:24:44,--,--,--,170,186,8:28,7:05,127,146,1.12,0,0,--,0,0,0,2:24:44,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/14/2017 19:02,FALSE,San Diego Running,5.09,562,0:47:22,163,186,--,168,172,9:18,7:32,17,24,1.03,0,0,--,0,0,0,47:22:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/13/2017 18:58,FALSE,San Diego Running,5.29,608,0:49:20,169,192,--,170,180,9:20,8:16,36,46,1.02,0,0,--,0,0,0,49:20:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/12/2017 19:00,FALSE,San Diego Running,12.01,"1,177",1:49:29,155,201,--,167,178,9:07,7:50,78,76,1.06,0,0,--,0,0,0,1:49:29,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/11/2017 19:11,FALSE,San Diego Running,3.01,299,0:31:36,130,160,--,167,174,10:31,9:01,308,301,0.92,0,0,--,0,0,0,31:36:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/10/2017 19:37,FALSE,San Diego Running,8.01,819,1:14:58,144,166,--,165,172,9:22,6:43,55,60,1.04,0,0,--,0,0,0,1:14:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/8/2017 7:19,FALSE,San Diego Running,13.3,"1,211",1:49:53,148,174,--,169,178,8:16,7:33,31,31,1.15,0,0,--,0,0,0,1:49:53,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/7/2017 20:02,FALSE,Santee Running,4.36,416,0:41:50,135,152,--,166,174,9:35,8:02,280,276,1.01,0,0,--,0,0,0,41:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/6/2017 18:43,FALSE,San Diego Running,8.01,806,1:07:02,146,171,--,167,174,8:22,6:28,29,30,1.15,0,0,--,0,0,0,1:07:02,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/5/2017 18:31,FALSE,San Diego Running,8.01,733,1:09:45,141,166,--,166,174,8:43,5:53,55,62,1.11,0,0,--,0,0,0,1:09:45,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/2/2017 20:21,FALSE,Santee Running,6.01,742,0:56:37,165,183,--,167,174,9:26,7:44,231,227,1.02,0,0,--,0,0,0,56:37:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,7/1/2017 7:20,FALSE,Encinitas Running,14.13,"1,364",1:52:24,158,198,--,171,178,7:57,6:49,391,395,1.19,0,0,--,0,0,0,1:52:24,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/28/2017 19:36,FALSE,San Diego Running,8.15,865,1:09:01,154,174,--,169,178,8:28,6:43,58,66,1.13,0,0,--,0,0,0,1:09:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/27/2017 6:00,FALSE,Santee Running,6.2,624,0:52:07,143,163,--,169,188,8:25,3:10,421,420,1.13,0,0,--,0,0,0,52:07:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/25/2017 21:20,FALSE,Santee Running,5.16,553,0:55:04,134,173,--,159,170,10:40,8:24,97,104,0.95,0,0,--,0,0,0,55:04:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/24/2017 7:16,FALSE,San Diego Running,9.59,857,1:20:04,132,177,--,170,206,8:21,6:22,532,532,1.13,0,0,--,0,0,0,1:20:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/21/2017 20:30,FALSE,Santee Running,2.01,203,0:18:49,138,170,--,167,172,9:22,7:34,69,58,1.03,0,0,--,0,0,0,18:49,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/17/2017 7:22,FALSE,San Diego Running,10.52,"1,001",1:25:47,149,187,--,172,186,8:09,6:09,564,551,1.14,0,0,--,0,0,0,1:25:47,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/15/2017 7:48,FALSE,Santee Running,3.04,323,0:26:18,151,177,--,171,178,8:39,4:06,96,92,1.09,0,0,--,0,0,0,26:18:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/13/2017 20:34,FALSE,Santee Running,7.09,711,1:03:35,141,163,--,168,178,8:58,7:17,367,368,1.07,0,0,--,0,0,0,1:03:35,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/12/2017 20:29,FALSE,Santee Running,6.05,372,0:51:13,116,137,--,168,180,8:28,6:27,336,312,1.13,0,0,--,0,0,0,51:13:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/11/2017 18:59,FALSE,Santee Running,5.1,481,0:43:27,137,159,--,170,178,8:31,7:20,133,133,1.11,0,0,--,0,0,0,43:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/10/2017 7:30,FALSE,San Diego Running,7.07,785,1:05:58,129,147,--,167,176,9:20,6:47,562,555,1.03,0,0,--,0,0,0,1:05:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/8/2017 20:13,FALSE,Santee Running,5.14,555,0:46:17,143,164,--,169,178,9:01,7:07,258,255,1.06,0,0,--,0,0,0,46:17:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/7/2017 19:42,FALSE,Santee Running,8.03,957,1:09:22,144,163,--,168,178,8:39,2:00,208,206,1.11,0,0,--,0,0,0,1:09:22,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/6/2017 18:34,FALSE,San Diego Running,0.38,52,03:52.1,--,--,--,168,188,10:10,4:59,6,--,0.94,0,0,--,0,0,0,03:52.1,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/6/2017 6:04,FALSE,Santee Running,10.01,"1,059",1:22:59,155,181,--,170,182,8:18,5:38,421,421,1.14,0,0,--,0,0,0,1:22:59,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/3/2017 8:25,FALSE,Valyermo Running,9.57,736,4:59:00,--,--,--,76,168,31:14:00,2:24,"3,417","2,951",0.67,0,0,--,0,0,0,4:59:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/2/2017 7:44,FALSE,Santee Running,5.32,500,0:50:50,132,171,--,169,178,9:34,5:30,278,262,1,0,0,--,0,0,0,50:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,6/1/2017 6:23,FALSE,Santee Running,10.04,"1,073",1:22:38,158,183,--,170,186,8:14,6:53,409,390,1.14,0,0,--,0,0,0,1:22:38,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/30/2017 18:27,FALSE,San Diego Running,1.25,157,0:13:55,--,--,--,167,182,11:08,8:57,180,178,0.87,0,0,--,0,0,0,13:55,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/30/2017 7:45,FALSE,Santee Running,1.03,101,0:11:36,117,145,--,168,180,11:16,6:36,--,18,0.85,0,0,--,0,0,0,11:36,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/28/2017 6:02,FALSE,Ojai Running,26.14,"2,544",3:42:34,142,174,--,167,190,8:31,6:34,467,"1,207",1.13,0,0,--,0,0,0,3:42:34,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/24/2017 19:04,FALSE,Santee Running,3.02,307,0:23:04,150,162,--,172,181,7:38,6:51,82,104,1.23,0,0,--,0,0,0,23:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/23/2017 18:38,FALSE,San Diego Running,2.01,201,0:16:23,143,155,--,174,192,8:10,5:44,312,301,1.13,0,0,--,0,0,0,16:23,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/22/2017 7:37,FALSE,Santee Running,3,300,0:23:48,143,158,--,172,182,7:55,4:22,59,76,1.18,0,0,--,0,0,0,23:48,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/21/2017 7:39,FALSE,Santee Running,5.08,497,0:46:13,136,161,--,165,174,9:06,7:56,91,83,1.07,0,0,--,0,0,0,46:13:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/20/2017 6:53,FALSE,San Diego Running,11.25,"1,114",1:30:26,153,182,--,171,178,8:02,7:01,142,142,1.17,0,0,--,0,0,0,1:30:26,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/17/2017 7:05,FALSE,Fort Bragg Running,5.04,415,0:41:06,138,148,--,173,180,8:09,6:36,324,250,1.14,0,0,--,0,0,0,41:06:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/16/2017 9:21,FALSE,Arcata Running,7.02,682,0:57:31,150,172,--,172,180,8:12,6:53,41,58,1.14,0,0,--,0,0,0,57:31:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/15/2017 15:47,FALSE,Orick Running,0.91,112,07:14.7,--,--,--,172,187,7:59,3:46,--,20,1.17,0,0,--,0,0,0,07:14.7,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/15/2017 7:40,FALSE,Eureka Running,6.09,757,0:56:55,--,--,--,174,206,9:21,7:13,138,140,0.99,0,0,--,0,0,0,56:55:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/14/2017 16:52,FALSE,Trinidad Running,0.08,6,02:25.8,--,--,--,96,122,31:49:00,11:01,83,--,0.53,0,0,--,0,0,0,02:25.8,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/13/2017 9:53,FALSE,Eureka Running,5.16,456,0:43:25,142,168,--,176,188,8:24,6:47,121,125,1.09,0,0,--,0,0,0,43:25:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/9/2017 18:26,FALSE,San Diego Running,5,466,0:42:18,147,175,--,174,190,8:27,5:37,856,870,1.1,0,0,--,0,0,0,42:18:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/8/2017 20:10,FALSE,Santee Running,5.1,427,0:45:18,135,150,--,169,182,8:53,3:36,261,255,1.07,0,0,--,0,0,0,45:18:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/7/2017 17:10,FALSE,Santee Running,10.12,"1,051",1:30:13,153,185,--,169,184,8:55,6:58,356,370,0,0,0,--,0,0,0,1:30:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/6/2017 6:24,FALSE,Ojai Running,23.03,"1,750",3:35:27,149,182,--,167,176,9:21,8:00,358,"1,087",0,0,0,--,0,0,0,3:35:27,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/3/2017 19:52,FALSE,Santee Running,5.28,443,0:48:45,146,169,--,167,194,9:15,5:48,241,234,0,0,0,--,0,0,0,48:45:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/2/2017 19:20,FALSE,Santee Running,7.43,577,1:07:37,131,159,--,167,178,9:06,6:29,50,72,1.06,0,0,--,0,0,0,1:07:37,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/30/2017 20:21,FALSE,Santee Running,3.01,344,0:28:21,159,179,--,169,176,9:26,7:19,132,147,1.01,0,0,--,0,0,0,28:21:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/29/2017 7:02,FALSE,San Diego Running,10.09,"1,280",1:41:01,175,201,--,168,196,10:01,6:20,149,146,0.95,0,0,--,0,0,0,1:41:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/27/2017 20:10,FALSE,Santee Running,6,640,0:54:05,154,175,--,169,176,9:01,4:50,320,330,1.06,0,0,--,0,0,0,54:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/26/2017 19:21,FALSE,Santee Running,5.07,505,0:39:26,157,176,--,174,186,7:47,2:13,268,258,1.19,0,0,--,0,0,0,39:26:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/25/2017 18:37,FALSE,San Diego Running,4.19,483,0:38:11,158,172,--,170,188,9:06,5:34,682,685,1.04,0,0,--,0,0,0,38:11:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/22/2017 6:52,FALSE,Ojai Running,18.01,"1,804",2:30:58,163,193,--,168,182,8:23,5:58,231,966,1.14,0,0,--,0,0,0,2:30:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/19/2017 20:10,FALSE,Santee Running,5.64,578,0:52:34,139,173,--,166,176,9:19,7:50,301,324,1.04,0,0,--,0,0,0,52:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/15/2017 7:35,FALSE,Chattanooga Running,13.22,"1,242",1:58:27,144,181,--,173,184,8:58,3:45,583,578,1.04,0,0,--,0,0,0,1:58:27,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/14/2017 19:29,FALSE,Harrison Running,3.65,398,0:36:55,135,150,--,167,174,10:07,6:55,143,145,0.95,0,0,--,0,0,0,36:55:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/13/2017 20:12,FALSE,Harrison Running,3.27,310,0:27:36,137,156,--,173,182,8:26,6:09,69,60,1.1,0,0,--,0,0,0,27:36:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/11/2017 18:28,FALSE,San Diego Running,5.38,472,0:44:32,137,172,--,173,192,8:17,5:24,888,885,1.12,0,0,--,0,0,0,44:32:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/8/2017 8:13,FALSE,Oceanside Running,16.02,"1,583",2:14:41,156,187,--,171,184,8:24,7:29,366,344,1.12,0,0,--,0,0,0,2:14:41,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/7/2017 6:33,FALSE,Santee Running,5.03,414,0:45:25,128,141,--,173,180,9:01,2:11,70,72,1.03,0,0,--,0,0,0,45:25:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
