Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,5/16/2016 20:17,FALSE,Santee Running,5.17,637,0:48:38,--,--,--,164,176,9:24,6:42,207,231,1.04,0,0,--,0,0,0,48:38:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/15/2016 19:43,FALSE,Santee Running,4.03,495,0:36:33,--,--,--,165,174,9:04,7:10,188,179,1.08,0,0,--,0,0,0,36:33:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/14/2016 6:47,FALSE,San Diego Running,16.01,"1,990",2:14:37,--,--,--,166,177,8:24,6:45,34,34,1.15,0,0,--,0,0,0,2:14:37,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/11/2016 5:45,FALSE,San Diego Running,4.01,500,0:35:27,--,--,--,170,177,8:50,1:42,13,16,1.07,0,0,--,0,0,0,35:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/10/2016 18:22,FALSE,San Diego Running,6.88,862,0:57:05,--,--,--,169,219,8:18,5:59,"1,086","1,074",1.15,0,0,--,0,0,0,57:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/8/2016 17:59,FALSE,Santee Running,8.4,"1,050",1:13:18,--,--,--,165,185,8:44,6:33,105,123,1.12,0,0,--,0,0,0,1:13:18,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,5/7/2016 9:22,FALSE,Angelus Oaks Running,16.44,"1,335",6:53:44,--,--,--,79,153,25:10:00,9:29,"1,842","3,292",0.81,0,0,--,0,0,0,6:53:44,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/3/2016 18:38,FALSE,San Diego Running,4,494,0:32:10,--,--,--,171,204,8:02,5:41,698,702,1.17,0,0,--,0,0,0,32:10:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/3/2016 7:27,FALSE,Santee Running,3.96,480,0:37:05,--,--,--,167,183,9:22,7:21,155,166,1.03,0,0,--,0,0,0,37:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,5/1/2016 6:08,FALSE,Ojai Running,22,"2,726",3:10:28,--,--,--,167,179,8:39,7:39,321,"1,063",1.11,0,0,--,0,0,0,3:10:28,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/30/2016 6:47,FALSE,San Diego Running,5.72,715,0:57:51,--,--,--,166,181,10:06,8:26,27,28,0.96,0,0,--,0,0,0,57:51:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/29/2016 20:17,FALSE,Santee Running,2.46,304,0:22:50,--,--,--,166,174,9:17,7:53,--,52,1.04,0,0,--,0,0,0,22:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/29/2016 7:38,FALSE,Santee Running,3.33,420,0:33:53,--,--,--,166,177,10:11,0:52,73,67,0.95,0,0,--,0,0,0,33:53:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/27/2016 20:59,FALSE,Santee Running,5.26,657,0:50:07,--,--,--,166,179,9:32,7:35,215,235,1.02,0,0,--,0,0,0,50:07:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/26/2016 18:29,FALSE,San Diego Running,5.1,623,0:40:07,--,--,--,168,196,7:52,5:56,937,889,1.22,0,0,--,0,0,0,40:07:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/24/2016 19:20,FALSE,Santee Running,5.02,630,0:42:24,--,--,--,165,174,8:26,3:21,73,65,1.15,0,0,--,0,0,0,42:24:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/23/2016 6:47,FALSE,San Diego Running,20.19,"2,512",3:11:34,--,--,--,163,244,9:29,5:34,676,676,1.04,0,0,--,0,0,0,3:11:34,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/22/2016 7:06,FALSE,Santee Running,4.57,573,0:50:11,--,--,--,163,176,10:58,4:11,383,382,0.9,0,0,--,0,0,0,50:11:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/21/2016 6:46,FALSE,Santee Running,2.77,344,0:28:12,--,--,--,166,172,10:10,5:44,102,98,0.96,0,0,--,0,0,0,28:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/19/2016 18:33,FALSE,San Diego Running,5.29,655,0:44:18,--,--,--,167,182,8:23,6:16,933,931,1.15,0,0,--,0,0,0,44:18:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/19/2016 6:07,FALSE,Santee Running,5.03,625,0:44:36,--,--,--,164,174,8:52,6:36,70,63,1.11,0,0,--,0,0,0,44:36:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/16/2016 6:46,FALSE,Oceanside Running,16.54,"2,057",2:25:24,--,--,--,164,180,8:47,4:28,117,116,1.12,0,0,--,0,0,0,2:25:24,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/14/2016 19:45,FALSE,Santee Running,12.07,"1,191",1:50:49,161,188,--,163,172,9:11,7:37,667,666,1.08,0,0,--,0,0,0,1:50:49,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/12/2016 18:30,FALSE,San Diego Running,4.71,593,0:39:55,--,--,--,167,181,8:28,6:42,829,828,1.14,0,0,--,0,0,0,39:55:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/12/2016 6:48,FALSE,Santee Running,10.11,"1,253",1:31:56,--,--,--,164,179,9:06,1:58,452,441,1.08,0,0,--,0,0,0,1:31:56,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/10/2016 8:48,FALSE,Santee Running,5.06,629,0:48:15,--,--,--,165,172,9:33,3:05,283,268,1.02,0,0,--,0,0,0,48:15:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/9/2016 6:52,FALSE,San Diego Running,16.38,"2,028",2:31:32,--,--,--,164,176,9:15,6:29,101,100,1.06,0,0,--,0,0,0,2:31:32,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/8/2016 19:42,FALSE,Santee Running,2.09,258,0:20:11,--,--,--,162,176,9:40,6:30,63,44,1.03,0,0,--,0,0,0,20:11,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/8/2016 7:23,FALSE,Santee Running,5,621,0:46:32,--,--,--,163,176,9:18,7:06,91,70,1.06,0,0,--,0,0,0,46:32:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/5/2016 18:28,FALSE,San Diego Running,4.72,584,0:38:06,--,--,--,164,182,8:05,6:21,10,12,1.22,0,0,--,0,0,0,38:06:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,4/2/2016 8:11,FALSE,Oceanside Running,15.88,"1,756",2:29:10,130,177,--,160,170,9:24,4:47,337,321,1.07,0,0,--,0,0,0,2:29:10,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/31/2016 19:28,FALSE,Santee Running,10.07,"1,249",1:33:42,--,--,--,159,174,9:18,4:10,348,311,1.09,0,0,--,0,0,0,1:33:42,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/29/2016 18:25,FALSE,San Diego Running,2.89,357,0:20:41,--,--,--,167,219,7:10,5:37,516,515,1.35,0,0,--,0,0,0,20:41,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/19/2016 21:20,FALSE,Running,2.26,283,0:23:05,--,--,--,160,166,10:14,9:53,--,--,0.99,0,0,--,0,0,0,23:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/14/2016 7:21,FALSE,Santee Running,5.19,558,0:53:56,157,178,--,162,170,10:24,9:15,120,150,0.95,0,0,--,0,0,0,53:56:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/12/2016 7:21,FALSE,San Diego Running,16.01,"1,649",2:31:23,140,177,--,162,180,9:27,7:42,299,299,1.05,0,0,--,0,0,0,2:31:23,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/11/2016 8:17,FALSE,Santee Running,3.03,383,0:31:38,--,--,--,160,170,10:27,8:29,75,80,0.96,0,0,--,0,0,0,31:38:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/10/2016 7:09,FALSE,Santee Running,10.16,"1,102",1:33:54,152,174,--,162,179,9:15,7:54,488,476,1.07,0,0,--,0,0,0,1:33:54,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/8/2016 18:20,FALSE,San Diego Running,4.82,608,0:39:03,--,--,--,160,177,8:06,6:21,834,832,1.24,0,0,--,0,0,0,39:03:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/7/2016 7:53,FALSE,Santee Running,4.05,501,0:37:06,--,--,--,162,170,9:09,6:56,226,229,1.08,0,0,--,0,0,0,37:06:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/6/2016 9:04,FALSE,Santee Running,2.03,252,0:22:46,--,--,--,160,166,11:12,9:29,41,33,0.9,0,0,--,0,0,0,22:46,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/5/2016 7:19,FALSE,San Diego Running,16.01,"1,997",2:31:37,--,--,--,161,174,9:28,4:09,263,263,1.05,0,0,--,0,0,0,2:31:37,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/25/2016 7:49,FALSE,Santee Running,2.63,330,0:25:30,--,--,--,163,172,9:42,4:11,60,77,1.02,0,0,--,0,0,0,25:30:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/23/2016 17:30,FALSE,Santee Running,5.07,529,0:42:53,157,183,--,162,172,8:27,0:55,41,74,1.17,0,0,--,0,0,0,42:53:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/21/2016 7:22,FALSE,Rohnert Park Running,1.94,251,0:20:05,--,--,--,163,170,10:21,6:29,7,--,0.95,0,0,--,0,0,0,20:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/19/2016 7:48,FALSE,Santee Running,4.75,466,0:41:58,131,163,--,165,179,8:50,6:43,63,73,1.11,0,0,--,0,0,0,41:58:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/17/2016 8:18,FALSE,Santee Running,1.54,187,0:17:16,--,--,--,160,166,11:14,9:57,15,34,0.9,0,0,--,0,0,0,17:16,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/16/2016 18:34,FALSE,San Diego Running,3.23,402,0:25:10,--,--,--,166,183,7:47,6:09,559,559,1.25,0,0,--,0,0,0,25:10:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/14/2016 18:05,FALSE,Santee Running,1.59,197,0:15:45,--,--,--,159,170,9:54,2:51,31,34,1.03,0,0,--,0,0,0,15:45,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/13/2016 7:24,FALSE,San Diego Running,13.55,"1,680",2:01:05,--,--,--,163,180,8:56,7:04,77,77,1.11,0,0,--,0,0,0,2:01:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/7/2016 7:37,FALSE,Encinitas Running,6.23,783,0:46:59,--,--,--,165,179,7:33,6:51,102,101,1.29,0,0,--,0,0,0,46:59:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/26/2016 18:54,FALSE,San Diego Running,1.36,121,0:10:02,134,166,--,169,183,7:24,5:33,217,211,1.29,0,0,--,0,0,0,10:02,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/26/2016 18:30,FALSE,San Diego Running,2.68,273,0:20:01,166,202,--,168,176,7:28,3:39,444,437,1.28,0,0,--,0,0,0,20:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/26/2016 7:47,FALSE,Santee Running,4.73,585,0:42:45,--,--,--,163,174,9:02,7:16,49,71,1.09,0,0,--,0,0,0,42:45:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/23/2016 7:25,FALSE,Escondido Running,9.48,"1,178",1:23:06,--,--,--,167,200,8:46,6:48,283,283,1.1,0,0,--,0,0,0,1:23:06,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/20/2016 8:15,FALSE,Santee Running,2.63,231,0:24:54,125,160,--,167,172,9:27,7:08,140,128,1.02,0,0,--,0,0,0,24:54:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/19/2016 18:38,FALSE,San Diego Running,1.61,200,0:12:03,--,--,--,167,180,7:30,3:55,232,277,1.28,0,0,--,0,0,0,12:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/16/2016 7:23,FALSE,San Diego Running,10.23,"1,265",1:31:25,--,--,--,166,177,8:56,6:37,84,84,1.09,0,0,--,0,0,0,1:31:25,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/15/2016 7:37,FALSE,Santee Running,5.08,505,0:47:09,154,202,--,166,176,9:17,7:03,244,245,1.04,0,0,--,0,0,0,47:09:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/14/2016 7:25,FALSE,Santee Running,10.18,"1,232",1:23:56,190,210,--,166,191,8:15,6:07,388,377,1.17,0,0,--,0,0,0,1:23:56,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/11/2016 7:35,FALSE,Santee Running,6.18,578,0:52:56,153,170,--,164,174,8:34,6:59,364,366,1.14,0,0,--,0,0,0,52:56:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/9/2016 7:20,FALSE,San Diego Running,12.02,"1,285",1:41:44,154,209,--,165,245,8:28,6:26,79,83,1.15,0,0,--,0,0,0,1:41:44,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/8/2016 7:49,FALSE,Santee Running,6.14,619,0:51:34,158,175,--,167,177,8:24,5:20,122,138,1.15,0,0,--,0,0,0,51:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/7/2016 8:08,FALSE,Santee Running,4.04,387,0:35:56,146,169,--,165,176,8:54,7:32,68,86,1.09,0,0,--,0,0,0,35:56:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/4/2016 19:59,FALSE,Santee Running,5.21,646,0:47:40,--,--,--,163,172,9:09,7:46,110,132,1.08,0,0,--,0,0,0,47:40:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/3/2016 8:31,FALSE,Santee Running,10.04,"1,054",1:35:43,150,175,--,165,177,9:32,7:17,479,478,1.02,0,0,--,0,0,0,1:35:43,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/2/2016 8:50,FALSE,San Diego Running,8.7,800,1:13:13,139,206,--,166,179,8:25,6:22,616,596,1.15,0,0,--,0,0,0,1:13:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/27/2015 16:54,FALSE,Santee Running,5.01,621,0:46:15,--,--,--,164,170,9:14,7:25,387,364,1.06,0,0,--,0,0,0,46:15:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/26/2015 14:54,FALSE,Santee Running,10.07,"1,031",1:33:45,153,174,--,165,174,9:19,7:32,673,643,1.05,0,0,--,0,0,0,1:33:45,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/25/2015 12:20,FALSE,Santee Running,8.11,812,1:16:28,149,195,--,166,172,9:26,7:40,348,356,1.03,0,0,--,0,0,0,1:16:28,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/24/2015 15:37,FALSE,Santee Running,8.11,802,1:10:21,157,181,--,165,185,8:41,5:32,303,299,1.12,0,0,--,0,0,0,1:10:21,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/22/2015 7:41,FALSE,Santee Running,10.04,"1,006",1:25:12,162,179,--,167,179,8:29,2:18,385,373,1.14,0,0,--,0,0,0,1:25:12,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/20/2015 12:58,FALSE,Santee Running,5.09,444,0:44:06,143,172,--,167,176,8:40,4:51,84,84,1.12,0,0,--,0,0,0,44:06:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/19/2015 7:14,FALSE,San Diego Running,4.96,617,0:43:16,--,--,--,168,191,8:43,3:20,461,485,1.1,0,0,--,0,0,0,43:16:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/17/2015 7:48,FALSE,Santee Running,5.34,560,0:44:06,165,182,--,169,183,8:15,5:57,307,296,1.15,0,0,--,0,0,0,44:06:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/15/2015 7:39,FALSE,Santee Running,3.04,323,0:22:57,167,182,--,171,179,7:32,6:55,123,107,1.25,0,0,--,0,0,0,22:57,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/14/2015 6:17,FALSE,Santee Running,3.01,375,0:27:00,--,--,--,169,176,8:58,7:25,104,91,1.06,0,0,--,0,0,0,27:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/13/2015 8:35,FALSE,Santee Running,6.02,631,0:53:49,151,186,--,167,181,8:56,2:58,245,256,1.08,0,0,--,0,0,0,53:49:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/12/2015 7:19,FALSE,San Diego Running,12.11,"1,500",1:46:55,--,--,--,164,177,8:50,6:28,"1,020","1,010",1.11,0,0,--,0,0,0,1:46:55,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/10/2015 7:25,FALSE,Santee Running,6.32,652,0:55:55,156,172,--,166,178,8:51,6:36,70,76,1.1,0,0,--,0,0,0,55:55:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/6/2015 6:53,FALSE,Santee Running,2.03,244,0:22:03,159,171,--,162,172,10:53,7:59,41,50,0.91,0,0,--,0,0,0,22:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,12/5/2015 7:18,FALSE,San Diego Running,12.57,"1,563",1:46:04,--,--,--,167,179,8:26,6:41,166,165,1.14,0,0,--,0,0,0,1:46:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/30/2015 8:00,FALSE,Santee Running,2.76,342,0:24:12,--,--,--,166,178,8:45,7:33,89,88,1.11,0,0,--,0,0,0,24:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/28/2015 7:19,FALSE,San Diego Running,7.88,720,1:13:41,144,177,--,166,185,9:21,6:51,91,104,1.04,0,0,--,0,0,0,1:13:41,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/27/2015 15:13,FALSE,La Jolla Running,0.36,33,03:41.6,126,149,--,164,172,10:19,4:59,--,16,0.95,0,0,--,0,0,0,03:41.6,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/27/2015 15:01,FALSE,La Jolla Running,0.81,88,08:03.0,148,168,--,166,176,9:53,8:17,10,37,0.98,0,0,--,0,0,0,08:03.0,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/26/2015 7:35,FALSE,San Diego Running,3.08,279,0:20:50,169,192,--,172,193,6:46,5:43,102,69,1.39,0,0,--,0,0,0,20:50,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/25/2015 9:10,FALSE,Santee Running,2.56,320,0:22:01,--,--,--,169,180,8:36,6:17,65,83,1.11,0,0,--,0,0,0,22:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/22/2015 7:12,FALSE,Santee Running,5.65,579,0:55:24,130,160,--,164,184,9:48,7:27,77,66,1,0,0,--,0,0,0,55:24:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/21/2015 7:21,FALSE,Santee Running,8.92,"1,115",1:23:59,--,--,--,166,179,9:25,7:27,832,849,1.03,0,0,--,0,0,0,1:23:59,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/18/2015 7:56,FALSE,Santee Running,4.74,398,0:45:35,121,159,--,165,174,9:37,4:24,67,68,1.01,0,0,--,0,0,0,45:35:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/17/2015 7:28,FALSE,Santee Running,0.25,32,02:38.9,--,--,--,164,166,10:25,10:12,25,--,0.94,0,0,--,0,0,0,02:38.9,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/15/2015 16:33,FALSE,Las Vegas Running,13.2,"1,566",1:42:04,166,180,--,168,183,7:44,3:40,118,190,1.24,0,0,--,0,0,0,1:42:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/11/2015 6:51,FALSE,Santee Running,1.61,198,0:15:03,--,--,--,170,181,9:22,7:01,32,36,1.01,0,0,--,0,0,0,15:03,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/10/2015 18:27,FALSE,San Diego Running,1.25,155,09:53.4,--,--,--,172,202,7:54,5:10,181,229,1.18,0,0,--,0,0,0,09:53.4,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/10/2015 6:13,FALSE,Santee Running,1.54,193,0:16:40,--,--,--,164,178,10:47,3:18,15,34,0.91,0,0,--,0,0,0,16:40,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/9/2015 7:06,FALSE,Santee Running,5.11,507,0:47:00,147,184,--,167,176,9:12,7:41,223,211,1.05,0,0,--,0,0,0,47:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/8/2015 10:07,FALSE,Santee Running,6.07,637,0:52:02,136,177,--,168,183,8:34,6:38,77,77,1.11,0,0,--,0,0,0,52:02:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/7/2015 7:16,FALSE,Encinitas Running,12.29,"1,112",1:39:26,137,204,--,168,233,8:05,6:03,348,355,1.18,0,0,--,0,0,0,1:39:26,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/4/2015 21:02,FALSE,Santee Running,8,784,1:12:27,148,169,--,165,172,9:03,6:15,310,310,1.08,0,0,--,0,0,0,1:12:27,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,11/2/2015 6:03,FALSE,Santee Running,11.02,"1,217",1:32:33,144,197,--,169,181,8:24,6:28,608,611,1.14,0,0,--,0,0,0,1:32:33,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/31/2015 7:19,FALSE,Coronado Running,12.28,"1,541",1:40:07,--,--,--,167,177,8:09,3:12,33,45,1.18,0,0,--,0,0,0,1:40:07,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/27/2015 18:16,FALSE,San Diego Running,3.12,293,0:22:43,156,178,--,168,189,7:17,5:25,485,523,1.31,0,0,--,0,0,0,22:43,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Cycling,10/25/2015 15:21,FALSE,Santee Running,20.67,541,1:38:39,114,141,--,25,247,12.6,29.1,969,"1,334",13.32,0,0,--,0,0,0,1:38:39,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/24/2015 7:20,FALSE,San Diego Running,12.01,"1,248",1:42:42,159,183,--,168,248,8:33,6:40,149,149,1.12,0,0,--,0,0,0,1:42:42,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/23/2015 8:19,FALSE,Santee Running,1.56,109,0:13:46,102,127,--,169,177,8:50,7:32,13,35,1.08,0,0,--,0,0,0,13:46,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/22/2015 7:47,FALSE,Santee Running,4.99,573,0:39:34,144,186,--,170,177,7:56,6:59,103,90,1.2,0,0,--,0,0,0,39:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/20/2015 18:33,FALSE,San Diego Running,0.71,87,04:58.1,--,--,--,171,177,7:01,6:28,98,91,1.35,0,0,--,0,0,0,04:58.1,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/18/2015 7:35,FALSE,Chattanooga Running,12.51,"1,354",1:32:38,130,172,--,170,189,7:24,4:12,608,598,1.28,0,0,--,0,0,0,1:32:38,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/17/2015 6:42,FALSE,San Diego Running,1.02,88,0:13:58,--,--,--,159,174,13:39,5:44,--,--,0.74,0,0,--,0,0,0,13:58,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/16/2015 7:05,FALSE,Santee Running,2.12,231,0:21:31,145,178,--,164,170,10:09,6:36,96,89,0.96,0,0,--,0,0,0,21:31,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/15/2015 7:26,FALSE,Santee Running,1.8,223,0:16:37,--,--,--,166,174,9:15,8:10,37,--,1.05,0,0,--,0,0,0,16:37,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/14/2015 7:41,FALSE,Santee Running,2.59,302,0:21:33,166,199,--,169,181,8:20,1:48,79,80,1.14,0,0,--,0,0,0,21:33,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/13/2015 18:53,FALSE,San Diego Running,2.18,216,0:20:22,142,164,--,165,172,9:21,6:34,279,279,1.04,0,0,--,0,0,0,20:22,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/13/2015 7:06,FALSE,Santee Running,2.61,263,0:22:28,152,172,--,168,176,8:36,7:21,72,74,1.11,0,0,--,0,0,0,22:28,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/12/2015 22:24,FALSE,Santee Running,2.13,218,0:20:51,138,159,--,162,169,9:46,7:03,43,58,1.01,0,0,--,0,0,0,20:51,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/11/2015 7:40,FALSE,Santee Running,11.06,"1,070",1:39:51,140,204,--,166,178,9:02,7:29,454,439,1.07,0,0,--,0,0,0,1:39:51,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/10/2015 7:12,FALSE,San Diego Running,9.26,923,1:29:05,138,201,--,162,178,9:37,7:11,808,808,1.03,0,0,--,0,0,0,1:29:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/9/2015 7:56,FALSE,Santee Running,5.4,621,0:47:36,157,193,--,168,178,8:49,2:25,93,89,1.09,0,0,--,0,0,0,47:36:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/8/2015 19:39,FALSE,Santee Running,6.01,581,0:54:27,146,192,--,163,175,9:04,6:05,213,229,1.09,0,0,--,0,0,0,54:27:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/7/2015 7:47,FALSE,Santee Running,4.06,441,0:36:58,139,170,--,164,176,9:06,5:01,156,175,1.08,0,0,--,0,0,0,36:58:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/4/2015 17:38,FALSE,Santee Running,4.29,525,0:39:20,--,--,--,165,183,9:11,6:12,100,87,1.06,0,0,--,0,0,0,39:20:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/4/2015 8:53,FALSE,Santee Running,5.06,467,0:44:34,131,173,--,166,174,8:48,7:35,109,111,1.1,0,0,--,0,0,0,44:34:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/3/2015 7:20,FALSE,Coronado Running,6.34,558,0:56:16,146,171,--,166,174,8:53,7:25,397,446,1.09,0,0,--,0,0,0,56:16:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,10/2/2015 7:25,FALSE,Santee Running,8.02,848,1:12:22,147,205,--,163,174,9:02,6:28,415,421,1.09,0,0,--,0,0,0,1:12:22,0:00,0,0:00,No,00:00.0,--,0,--,--,--
